연락처는 010 7232 9011에요.	O ID_PHONE-B ID_PHONE-I ID_PHONE-I
우면동 312 다시 28.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
네 어 우리 은행 0989 198 456942이에요.	O O SS_BRAND-B SS_BRAND-I ID_ACCOUNT-B ID_ACCOUNT-I ID_ACCOUNT-I
우리 은행이시고 3310 155 126383 맞습니까?	SS_BRAND-B SS_BRAND-I ID_ACCOUNT-B ID_ACCOUNT-I ID_ACCOUNT-I O
네 그럼 지금까지 저는 공영홈쇼핑 문기유였습니다.	O O O O SS_BRAND-B SS_NAME-B
행복을 전하는 CJ오쇼핑입니다.	O O SS_BRAND-B
네. 이보하이고요.	O SS_NAME-B
010 7484 4695요.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
네 확인해 주셔서 감사합니다	O O O O
고객님 회수는 서울 동작구 온천장로 125번안길 이하 주소 확인 부탁 드립니다.	O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O O
동부올림픽타운 790동 4732호요.	AD_ADDRESS-B AD_DETAIL-B AD_DETAIL-I
아닙니다.	O
저는 상담사 김승진이었습니다.	O O SS_NAME-B
GS홈쇼핑입니다.	SS_BRAND-B
배성연.	SS_NAME-B
010 7792 4321.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
네, 확인해 주셔서 감사합니다.	O O O O
회수는 경기 시흥시 신북읍 천전리 이하 주소 말씀 부탁드립니다.	O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O
성주군 수륜면 성리.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I
감사합니다.	O
저는 지에스홈쇼핑 한동우였습니다.	O SS_BRAND-B SS_NAME-B
네 현대홈쇼핑입니다.	O SS_BRAND-B
김세리이고요.	SS_NAME-B
010 8540 4596요.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
네 상품 회수지 경기 화성시 산동면 동곡리 이하 주소 말씀해주시겠습니까?	O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O
비아중앙로 392동 4632호요.	AD_ADDRESS-B AD_DETAIL-B AD_DETAIL-I
네 그리고 배송지 말씀하신 양덕로 목련연립 202호로 배송해 드릴 거고요.	O O O O AD_ADDRESS-B AD_DETAIL-B AD_DETAIL-I O O O
2757.	ID_CARD-B
네 비씨카드 확인되었구요.	O SS_BRAND-B O
237582요.	ID_INUM-B
네 저는 박초아였습니다.	O O SS_NAME-B
CJ오쇼핑 장서현입니다.	SS_BRAND-B SS_NAME-B
유성준이요.	SS_NAME-B
010 2397 7053입니다.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
수거하는 주소가 배송 받으셨던 부산 강서구 남산로 맞습니까?	O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O
68동 3945호요.	AD_DETAIL-B AD_DETAIL-I
반품으로 접수되었습니다.	O O
권미나였습니다.	SS_NAME-B
NS홈쇼핑입니다.	SS_BRAND-B
심유선, 010 3725 9911.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
배송 받으신 주소 확인하겠습니다.	O O O O
경기도 수원시 영통구 구성1길로 확인됩니다.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O
이하 주소 말씀 부탁드리겠습니다.	O O O O
사매면 인화리 미장휴먼시아 270동 3145호요.	AD_ADDRESS-B AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
우리은행이고요.	SS_BRAND-B
계좌 번호 잠깐만 기다려주세요.	O O O O
871 093122 56 379.	SS_BRAND-B ID_ACCOUNT-B ID_ACCOUNT-I ID_ACCOUNT-I
예금주는 김예원고객님 본인되십니까?	O SS_NAME-B O
네, 다시 한 번 확인하겠습니다.	O O O O O
우리은행 388 044226 65 388 맞습니까?	SS_BRAND-B ID_ACCOUNT-B ID_ACCOUNT-I ID_ACCOUNT-I ID_ACCOUNT-I O
네, 이정수였습니다.	O SS_NAME-B
지에스홈쇼핑 이정솔입니다.	SS_BRAND-B SS_NAME-B
그러면 먼저 저희 지에스홈쇼핑에 등록하신 전화번호 확인 좀 부탁드립니다.	O O O SS_BRAND-B O O O O O
010 1953 6446요.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
오동하요.	SS_NAME-B
회수는 기존에 배송 받으셨던 대전 유성구 만리산로81번길 16 내리신라아파트맞습니까?	O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B
309동 2732호요.	AD_DETAIL-B AD_DETAIL-I
국민 카드로 결제한 거 맞나요?	SS_BRAND-B SS_BRAND-I O O O
네 국민 카드로 결제하신 거 맞습니다.	O SS_BRAND-B SS_BRAND-I O O O
반품은 대한통운에서 오죠?	O SS_BRAND-B O
씨제이 대한통운에서 반품 진행이 될 예정입니다.	SS_BRAND-B SS_BRAND-I O O O O
지금까지 상담사 박상준이었습니다.	O O SS_NAME-B
GS홈쇼핑 이유정입니다.	SS_BRAND-B SS_NAME-B
김예윤, 010 7754 1061요.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
기다려 주셔서 감사합니다.	O O O
제품 회수는 배송 받으셨던 경기도 부천시 안양7동 맞습니까?	O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O
189번지 산호아파트 6층 602호입니다.	AD_ADDRESS-B AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
반품 처리되었습니다.	O O
장윤하였습니다.	SS_NAME-B
엔에스홈쇼핑 최성미입니다.	SS_BRAND-B SS_NAME-B
이수빈, 010 3613 6303요.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
회수할 주소지는 배송 받으셨던 경기도 천안시 동남구 쌍용빌라 몇 동 몇 호입니까?	O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B O O O O
1258동 4161호요.	AD_DETAIL-B AD_DETAIL-I
반품 처리되었습니다.	O O
박경규였습니다.	SS_NAME-B
씨제이오쇼핑 이효원입니다.	SS_BRAND-B SS_NAME-B
윤미련이고요 010 2021 4894입니다.	SS_NAME-B ID_PHONE-B ID_PHONE-I ID_PHONE-I
확인해 주셔서 감사합니다.	O O O
수거할 주소가 배송 받으셨던 서울 영등포구 효창원로 8길 64맞습니까?	O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I
장평로 6길 4161호요.	AD_ADDRESS-B AD_ADDRESS-I AD_DETAIL-B
늘 최선을 다 하겠습니다.	O O O O
윤시경이었습니다.	SS_NAME-B
씨제이오쇼핑 이기운입니다.	SS_BRAND-B SS_NAME-B
민하원입니다.	SS_NAME-B
010 0047 1632입니다.	ID_PHONE-B ID_PHONE-I ID_PHONE-I
확인해 주셔서 감사합니다.	O O O
회수 주소는 배송 받으셨던 대구 북구 만촌3동 이하 주소 말씀 부탁드립니다.	O O O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O
삼선동1가 래미안에코팰리스 502호요.	AD_ADDRESS-B AD_DETAIL-B AD_DETAIL-I
롯데 카드, 1124 3220 3342 0414 이에요.	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
이 카드로 결제해 주세요.	O O O O
네 신한카드고요. 2102 2431 1111 4030.	O SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
롯데 카드구요.	SS_BRAND-B SS_BRAND-I
1111 0024 4440 1411요.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네, 국민 카드, 0442 4012 4231 3031 이에요.	O SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
네, 카드번호 재확인 도와드리겠습니다.	O O O O
0312 4443 3111 0243맞습니까?	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
2412 1201 3224 2244이며 52년 11월입니다.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O O
네 새마을 금고 3012 1332 0120 1202	O SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네. 유지혁 고객님 카드 번호 확인 하겠습니다.	O SS_NAME-B O O O O O
4141 4330 0004 4313맞으십니까?	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
우리카드고요. 3300 1114 0213 1121이요.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
카드 번호 불러드릴게요.	O O O
국민 카드고, 2414 1414 2020 3031입니다.	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
롯데카드이고 4313 2031 1121 0002입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
롯데 카드고요. 0333 4121 4022 2142.	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
예. 삼성카드고요. 1032 3230 2313 2442.	O SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
현대카드이고 2113 2322 0204 0323 입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
신한 카드 4433 0111 3210 2144 맞습니까?	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
국민 카드 0440 4030 3233 4124 요.	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
국민 카드요 2103 1444 4101 1444	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
2431 3314 4132 4104 카드 번호 맞습니까?	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O O O
네 3022 2214 3144 2224이며 17년 11월입니다.	O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O O
네, 4233 2232 2103 2313입니다.	O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
근데 삼성카드 되나요?	O SS_BRAND-B O
농협카드고요 1210 0424 2401 3001요	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네, 잠시만요. 국민 카드이고 3403 2122 0031 1022 이요.	O O SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
3021 2203 3233 2320이고, 신한 카드에요.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I SS_BRAND-B SS_BRAND-I
비자 카드고요, 2022 1021 2234 1241.	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
우리카드 1431 1342 3100 4133입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
국민 카드 1223 1003 3124 0431요.	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
삼성 카드 4301 0021 0342 1104.	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
카드 번호는요. 3214 2401 0101 4430이요.	O O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
삼성 카드, 1303 1014 0031 0113	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
카드 신한이요 1131 1331 3224 0011	O SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
현대카드구요.	SS_BRAND-B
4041 3340 0410 4442.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
0142 2012 4111 3300 맞으시지요?	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
결제 카드 유효 기간 확인 부탁드립니다.	O O O O O O
카드 번호는 4232 0012 3334 3221입니다.	O O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
예 국민 카드구요 2204 3302 3201 2113	O SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네 신한카드이구요, 4223 1001 0012 3113 입니다.	O SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
신한카드이구요	SS_BRAND-B
1142 3011 0012 1310	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네 신한카드구요.	O SS_BRAND-B
1432 1313 3021 4322.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네. 3431 2424 2411 2301. 국민카드에요.	O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I SS_BRAND-B
0221 4012 1143 0100이고 유효기간은 4342이요.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O O
네, 국민 카드 2223 1044 2344 2411 이요.	O SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
예, 카드 번호 확인하겠습니다.	O O O O
삼성카드 1102 3302 2232 3321 맞습니까?	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
네 비씨 카드 4321 2411 4222 0432.	O SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
여보세요? 롯데 카드 2244 3000 4231 2223이에요.	O SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
다시 확인하겠습니다.	O O
말씀해 주신 카드 번호 3110 4104 2340 4232 맞습니까?	O O O O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
삼성카드이구요, 1444 0131 0140 0334입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
삼성카드구요. 0314 2214 1111 1403입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
국민 카드구요.	SS_BRAND-B SS_BRAND-I
4032 2401 2421 3232	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
롯데 카드이고요. 2313 2112 2441 3330.	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
카드 번호가 3024 2311 1140 1301 맞습니까?	O O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
네 국민 은행 1121 0232 2430 1410요	O SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
카드 번호 4024 4203 3302 2234 맞으십니까?	O O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
국민카드 2224 3032 0140 0343 입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
비씨 카드 1204 3443 0424 0423에요.	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
신한카드고요, 3324 1422 0122 2300입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네 카드 번호 확인하겠습니다.	O O O O
신한카드 4404 3413 2412 0414 맞습니까?	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
0012 1413 2433 2334 하나카드 입니다.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I SS_BRAND-B O
다시 한번 더 확인해 드리겠습니다.	O O O O O
카드 번호 4013 4324 2201 1302 맞습니까?	O O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
삼성카드고요 1200 1323 2114 0223요	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
우리 비씨 카드 1230 1124 2234 1230이요.	SS_BRAND-B SS_BRAND-I O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네. 카드 번호가 1411 4003 1401 1041 이요.	O O O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
예 국민카드고요. 3132 4400 1103 1342이요.	O SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
현대카드, 0121 1110 2233 1243입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
하나카드 4232 2110 2142 2112.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
롯데카드 1444 1301 3124 4410입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
2100 4332 2131 3330 현대카드입니다.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I SS_BRAND-B
다시 한번 확인 하겠습니다.	O O O O
농협 카드 3424 3344 2333 0321 맞습니까?	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
카드 번호가 4212 2300 1143 3111.	O O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
하나카드 1314 3040 2000 4244입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네 롯데카드 3312 3442 2333 0111요.	O SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
말씀해주신 카드 번호가 1120 2230 3331 0421 맞습니까?	O O O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
다시 한번 확인 하겠습니다.	O O O O
비씨 카드 0021 3020 1222 1300 맞습니까?	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
농협 카드구요.	SS_BRAND-B SS_BRAND-I
3320 4002 0032 0243입니다.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
3001 0001 4123 0042번으로 확인되셨습니다.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
카드유효기간 확인 부탁 드립니다.	O O O O
카드 번호 부를게요. 4042 1300 1114 2342	O O O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
2222 1040 0232 2034 카드 명의자분 정미희고객님 본인 되십니까?	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O O SS_NAME-B O O
신한 카드이고, 1044 0112 1334 4104네요.	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
2431 1143 2204 1041 삼성카드입니다.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I SS_BRAND-B
말씀해 주신 카드 번호가 4322 1111 2123 1233맞습니까?	O O O O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
국민 카드 시구요.	SS_BRAND-B SS_BRAND-I O
2111 1313 1131 4430 맞으세요?	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
롯데카드구요 4400 2140 3210 4414입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
비씨카드이고요, 2244 0133 2443 4123입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
예 농협 4120 2231 2333 4034	O SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
농협카드고요. 1010 1312 1034 3420	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
국민 카드이고요, 4002 2401 0130 4423.	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네 불러 주신 카드 번호 1420 4303 4042 2201 맞습니까?	O O O O O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
전체 확인하겠습니다.	O O
말씀해 주신 카드 번호 1122 3120 2433 0323 맞습니까?	O O O O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
다시 한 번 확인해드리겠습니다	O O O O
삼성카드 2203 4414 1100 2333 맞습니까?	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
신한카드구요, 1200 3431 2314 3144입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
신한카드고 3224 2331 0404 0241요	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
롯데카드고요. 0413 3201 2442 4442입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네, 신한카드고, 3434 0010 1241 1224입니다.	O SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
삼성 카드구요.	SS_BRAND-B SS_BRAND-I
3141 3221 4233 2431이요.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
삼성카드고 4230 2204 2030 0032요	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
삼성 카드고요 1441 4443 1320 1111	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
카드 번호 다시 한번 확인 하겠습니다.	O O O O O O
비씨 카드 2341 0024 2140 4131 맞습니까?	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
삼성카드 3331 0011 3400 1034 입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
하나 카드 3210 1211 0311 4203.	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네 하나카드고요, 카드 번호는 0311 2323 2433 3404이에요.	O SS_BRAND-B O O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
롯데 카드, 0011 2001 4032 3321 이요.	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
네 다시 한번 확인하겠습니다.	O O O O
롯데 카드 0213 3040 0414 4421 맞습니까?	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
신한카드이고요. 1312 4404 1300 0124입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네, 3044 0421 4100 1003이구요.	O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
유효기간은 4424입니다.	O O
네, 삼성 카드, 0132 2340 0440 2140 이에요.	O SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
1334 3210 4124 2403입니까?	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
제가 방금 전에도 동일하게 입력을 했는데 카드 번호가 정확치않다	O O O O O O O O O
라고 나와서 등록이 안 되는데요.	O O O O O
지금 카드를 보고 계신게 맞습니까?	O O O O O
네, 카드번호 다시 확인하겠습니다.	O O O O
0022 2203 0240 2300맞습니까?	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네, 삼성 카드, 0000 3243 4144 3231 이요.	O SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
예 그 카카오 뱅크 카드구요 0000 4421 0401 2133	O O SS_BRAND-B SS_BRAND-I SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네. 카드 번호가 3302 2424 1404 1423가 맞으십니까?	O O O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
네, 카드명은 신한 카드 입니다.	O O SS_BRAND-B SS_BRAND-I O
카드 번호는 1041 0230 2110 4122 이에요.	O O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
네, 우리은행 카드이구요.	O SS_BRAND-B SS_BRAND-I
0234 0002 0044 0300입니다.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네. 하나카드고요. 0224 4142 2301 3322	O SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
국민이고요, 4230 3432 2340 4201입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
삼성 카드이고요. 3024 2334 2312 4240.	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
삼성카드구요. 3414 1030 3301 1102.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
예 국민 카드입니다.	O SS_BRAND-B SS_BRAND-I
3233 3220 0322 0224	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
카드 번호는 1144 0202 4221 1342 이에요.	O O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
네 그럼 국민카드요 4004 3403 0003 4441 1404	O O SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I ID_CARD-I
네 하나 카드 구요	O SS_BRAND-B SS_BRAND-I O
번호는 0310 1312 4414 4241에요.	O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
카드 번호 확인하겠습니다.	O O O
1212 4114 1234 3112 맞습니까?	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
삼성카드 2021 4223 2301 1142입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
신한카드, 1043 1224 2234 1004요.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
0133 3224 4143 0244입니다.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
카드 말고 계좌이체 했으면 해요	O O O O O
네. 3433 4223 1222 3431. 유효기간은 0321	O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O O
제가 다시 한번 확인 하겠습니다.	O O O O O
국민 카드 2043 3044 3110 2420 맞습니까?	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
2443 4212 1443 1004 맞으시죠?	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
3313 0412 1120 1330입니다.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
체크 카드인데 가능하죠?	O O O
카드 번호 확인해 드릴게요.	O O O O
1414 3334 1432 4313 맞으신가요?	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I O
우리카드이고, 4024 1023 0220 2330입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
하나카드, 1210 0110 3232 2322.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
어 삼성카드이구요	O SS_BRAND-B
3202 1213 3123 0302	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네 농협 3140 1031 4104 3300	O SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
그래요?	O
롯데 카드고요, 4123 2241 1411 4221.	SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네 말씀해 주신 카드번호가 1013 3201 4432 2110맞습니까?	O O O O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
삼성카드고요. 1314 4240 4100 2414	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
잠시만요. 삼성카드고요 1403 4041 1131 0322에요.	O SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
카드번호요 0314 3113 3302 4214	O ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
카드 번호 다 불러야 하죠?	O O O O O
3402 3334 1432 0113이요.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
국민카드, 2444 2240 4004 1102요.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네. 삼성카드구요.	O SS_BRAND-B
2420 0211 0240 4440입니다.	ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
네, 삼성 카드, 0403 0323 1431 3322, 0402 이에요.	O SS_BRAND-B SS_BRAND-I ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I ID_CARD-I O
현대카드이고 2111 4201 3222 0242입니다.	SS_BRAND-B ID_CARD-B ID_CARD-I ID_CARD-I ID_CARD-I
